protoform;DoT;Type;id;label
Most duration_long trends are dynamics_constant;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most duration_long trends are dynamics_increasing;0.3710239655660956;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most duration_long trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most duration_long trends are time_middle;0.9795106579186132;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most duration_long trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are variability_low;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are variability_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are variability_high;0.3455313142177068;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are duration_short;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are duration_long;0.3177510917778722;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are time_middle;0.697811120820392;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_decreasing trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are variability_low;1.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are variability_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are variability_high;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are duration_short;1.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are duration_long;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are time_middle;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_constant trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are variability_low;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are variability_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are variability_high;0.15284570145738108;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are duration_short;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are duration_long;0.08343990332840576;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are time_middle;0.882056177935372;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most dynamics_increasing trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are dynamics_constant;1.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are dynamics_increasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are duration_short;1.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are duration_long;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are time_middle;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_low trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are dynamics_constant;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are dynamics_increasing;0.6462095869201558;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are duration_short;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are duration_medium;1.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are duration_long;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are time_middle;0.5850773189505973;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_medium trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are dynamics_decreasing;0.27244575304285595;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are dynamics_constant;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are dynamics_increasing;0.39422091362381184;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are duration_short;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are duration_long;1.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are time_beginning;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are time_middle;0.9950268386194666;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most variability_high trends are time_ending;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are dynamics_constant;0.7947518506700899;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are dynamics_increasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are duration_short;0.2501321647502812;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are duration_medium;0.05541376483554832;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are duration_long;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are variability_low;0.9647340589525727;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are variability_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_beginning trends are variability_high;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are dynamics_constant;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are dynamics_increasing;0.03169755723343178;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are duration_short;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are duration_long;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are variability_low;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are variability_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_middle trends are variability_high;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are dynamics_constant;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are dynamics_increasing;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are duration_short;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are duration_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are duration_long;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are variability_low;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are variability_medium;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most time_ending trends are variability_high;0.0;2.0;QC_Shew_11_03_pt5_3_12Oct11__11-06-28;_good_
Most trends are variability_low;0.06103837562158784;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are duration_short;0.04734229625813085;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are dynamics_decreasing;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are time_beginning;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are variability_medium;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are duration_medium;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are dynamics_constant;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are time_middle;0.19415820675266485;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are variability_high;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are duration_long;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are dynamics_increasing;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most trends are time_ending;0.0;1.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are variability_low;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are variability_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are variability_high;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are dynamics_constant;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are dynamics_increasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are time_middle;0.4057026259811004;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_short trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are variability_low;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are variability_medium;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are variability_high;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are dynamics_decreasing;0.7093945174327115;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are dynamics_constant;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are dynamics_increasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are time_middle;0.18335554457467856;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_medium trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are variability_low;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are variability_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are variability_high;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are dynamics_decreasing;0.5223442646839691;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are dynamics_constant;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are dynamics_increasing;0.0808366668513964;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are time_middle;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most duration_long trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are variability_low;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are variability_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are variability_high;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are duration_short;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are time_middle;0.28304335784626034;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_decreasing trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are variability_low;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are variability_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are variability_high;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are duration_short;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are time_middle;0.535681306378089;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_constant trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are variability_low;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are variability_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are variability_high;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are duration_short;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are time_middle;0.610614528278248;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most dynamics_increasing trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are dynamics_constant;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are dynamics_increasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are duration_short;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are time_middle;0.2546375372167713;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_low trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are dynamics_decreasing;0.680006476857983;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are dynamics_constant;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are dynamics_increasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are duration_short;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are duration_medium;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are time_middle;0.30884077457411957;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_medium trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are dynamics_decreasing;0.5590288471060021;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are dynamics_constant;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are dynamics_increasing;0.10763781956066422;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are duration_short;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are duration_long;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are time_beginning;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are time_middle;1.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most variability_high trends are time_ending;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are dynamics_decreasing;0.03294623335067212;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are dynamics_constant;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are dynamics_increasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are duration_short;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are variability_low;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are variability_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_beginning trends are variability_high;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_middle trends are dynamics_decreasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_middle trends are dynamics_constant;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_middle trends are dynamics_increasing;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_middle trends are duration_short;0.24916331279054393;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_middle trends are duration_medium;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
Most time_middle trends are duration_long;0.0;2.0;QC_Shew_11_05_0pt5-04_23Oct11_Jaguar_11-10-12;_good_
